file,class,label_positive,duration,peak,rms,centroid,zcr,kurtosis,attack_ratio,rolloff,flatness,crest_factor
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg275.wav,fire,True,5.0,0.854543924331665,0.0502705089747905,703.6903897314418,0.0068540219907407,3.0946764945983887,0.8480395078659058,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg97.wav,fire,True,5.0,0.3736456036567688,0.0140430424362421,1866.9627185793715,0.0386420355902777,20.85914802551269,1.236832857131958,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg348.wav,fire,True,5.0,0.5054498910903931,0.0110537009313702,2440.815679460869,0.1312436704282407,249.57882690429688,1.0610092878341677,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg340.wav,fire,True,5.0,0.2733392119407654,0.0579115375876426,561.6001427654292,0.0064222547743055,-0.2160127162933349,0.8122284412384033,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg136.wav,fire,True,5.0,0.9719074964523317,0.0504753515124321,649.0703842128725,0.0092999493634259,17.995201110839844,1.0030242204666138,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg237.wav,fire,True,5.0,0.8293517827987671,0.0405698344111442,1613.1982611578455,0.0353099681712962,13.188547134399414,1.1614705324172974,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg174.wav,fire,True,5.0,0.6244636178016663,0.0119891064241528,2189.348243961092,0.0500646520543981,143.18679809570312,1.1563866138458252,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg198.wav,fire,True,5.0,0.2102598547935485,0.0146019523963332,1838.6283928815344,0.0290143048321759,3.367671012878418,1.3170230388641355,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/a2oTn-yBEZc_seg34.wav,fire,True,5.0,0.2169082909822464,0.0162519663572311,2258.4399851957605,0.119301124855324,5.133763313293457,0.9252915382385254,,,
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg47.wav,fire,True,5.0,0.6241654753684998,0.0384119376540184,1348.8147529077896,0.0239076967592592,1.7628569602966309,0.9135472178459167,,,
