"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","alertable","emergency","file_exists","audio_format","duration","sample_rate","channels","bit_depth","bit_velocity","size","date_modification"
"4f323e9a-51e4-406a-a459-f1244a4280ea_chan6_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/4f323e9a-51e4-406a-a459-f1244a4280ea_chan6_v0.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","3.821","44100","Mono","32","1411200","658.36","2021-12-03 20:28:10"
"5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan3_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/5ac8c241-4728-4ba2-a6ce-8cda24399cca_chan3_v0.wav","edge-collected-gunshot-audio","test","","True","True","True","wav","3.377","44100","Mono","32","1411200","581.87","2021-12-03 20:27:00"
"5972ae17-39fc-4813-b384-bb8ece5856f8_mean_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/5972ae17-39fc-4813-b384-bb8ece5856f8_mean_v0.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","5.618","44100","Mono","32","1411200","967.79","2021-12-03 20:28:12"
"c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v1.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/c0b2e1a0-0ad1-485b-9df8-af37612ac034_chan3_v1.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","3.75","44100","Mono","32","1411200","646.05","2021-12-03 20:27:42"
"305914f4-bd2e-4b56-8473-101726329119_chan3_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/305914f4-bd2e-4b56-8473-101726329119_chan3_v0.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","5.56","44100","Mono","32","1411200","957.93","2021-12-03 20:28:48"
"0b4a7cf7-8f49-4efd-bab9-0a3102bc2fb4_chan3_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/0b4a7cf7-8f49-4efd-bab9-0a3102bc2fb4_chan3_v0.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","5.75","44100","Mono","32","1411200","990.55","2021-12-03 20:26:50"
"e843a6ae-b61e-48bf-bfa4-2fe2cc16e207_v1.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/e843a6ae-b61e-48bf-bfa4-2fe2cc16e207_v1.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","5.159","44100","Mono","32","1411200","888.74","2021-12-03 20:27:14"
"cf5903aa-f70e-4b5a-8f0b-ab010db39792_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/cf5903aa-f70e-4b5a-8f0b-ab010db39792_v0.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","4.921","44100","Mono","32","1411200","847.83","2021-12-03 20:27:12"
"ec7abd44-1013-48d0-bc3a-dd8e0a40c49b_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/ec7abd44-1013-48d0-bc3a-dd8e0a40c49b_v0.wav","edge-collected-gunshot-audio","test","","True","True","True","wav","4.023","44100","Mono","32","1411200","693.01","2021-12-03 20:28:40"
"915c67a7-82af-476d-8fa6-e321c891e669_chan3_v0.wav","/C/gun_explosion_a0a388e0","[""/C/gun_explosion_a0a388e0""]","gun_explosion","[""gun_explosion""]","/home/andres/Documentos/proyecto4geeks/data/raw/edge-collected-gunshot-audio/gunshot/915c67a7-82af-476d-8fa6-e321c891e669_chan3_v0.wav","edge-collected-gunshot-audio","train","","True","True","True","wav","3.525","44100","Mono","32","1411200","607.31","2021-12-03 20:29:06"
