subset,filename,timestamp,lat,lon
train,Sample_01,2021-06-16 13:19:10+02:00,53.2354515772493,10.397761072740538
train,Sample_02,2021-06-16 13:22:03+02:00,53.2354515772493,10.397761072740538
train,Sample_03,2021-06-16 13:24:57+02:00,53.2354515772493,10.397761072740538
train,Sample_04,2021-06-16 13:27:39+02:00,53.2354515772493,10.397761072740538
train,Sample_05,2021-08-06 12:20:05+02:00,53.264802202381105,10.406664706791815
train,Sample_06,2021-08-06 12:22:55+02:00,53.264802202381105,10.406664706791815
train,Sample_07,2021-08-06 12:25:34+02:00,53.264802202381105,10.406664706791815
train,Sample_08,2021-08-06 12:27:35+02:00,53.264802202381105,10.406664706791815
train,Sample_09,2021-08-06 12:29:52+02:00,53.264802202381105,10.406664706791815
train,Sample_10,2021-09-03 16:51:40+02:00,53.26164571178299,10.421726222400766
train,Sample_11,2021-09-03 16:54:28+02:00,53.26164571178299,10.421726222400766
train,Sample_12,2021-09-03 16:57:18+02:00,53.26164571178299,10.421726222400766
train,Sample_13,2021-09-03 17:01:18+02:00,53.26164571178299,10.421726222400766
train,Sample_14,2021-09-03 17:03:28+02:00,53.26164571178299,10.421726222400766
train,Sample_15,2021-09-03 17:07:23+02:00,53.26164571178299,10.421726222400766
train,Sample_16,2021-11-05 16:12:03+01:00,53.23875944105805,10.41311675728099
train,Sample_17,2021-11-05 16:14:36+01:00,53.23875944105805,10.41311675728099
train,Sample_18,2021-11-05 16:16:31+01:00,53.23875944105805,10.41311675728099
train,Sample_19,2021-11-05 16:18:34+01:00,53.23875944105805,10.41311675728099
train,Sample_20,2021-11-05 16:21:06+01:00,53.23875944105805,10.41311675728099
train,Sample_21,2021-11-05 16:24:29+01:00,53.23875944105805,10.41311675728099
train,Sample_22,2021-11-05 16:27:01+01:00,53.23875944105805,10.41311675728099
train,Sample_23,2022-02-28 16:51:59+01:00,53.26361835887896,10.407229843809962
train,Sample_24,2022-02-28 16:54:17+01:00,53.26361835887896,10.407229843809962
train,Sample_25,2022-02-28 16:56:08+01:00,53.26361835887896,10.407229843809962
train,Sample_26,2022-02-28 16:59:01+01:00,53.26361835887896,10.407229843809962
train,Sample_27,2022-02-28 17:01:17+01:00,53.26361835887896,10.407229843809962
train,Sample_28,2022-03-15 15:56:09+01:00,53.24527563853708,10.41609687864867
train,Sample_29,2022-03-15 15:58:31+01:00,53.24527563853708,10.41609687864867
train,Sample_30,2022-03-15 16:01:38+01:00,53.24527563853708,10.41609687864867
train,Sample_31,2022-03-15 16:02:35+01:00,53.24527563853708,10.41609687864867
train,Sample_32,2022-03-15 16:04:03+01:00,53.24527563853708,10.41609687864867
train,Sample_33,2022-03-18 11:11:15+01:00,53.22878987445729,10.405535405680919
train,Sample_34,2022-03-18 11:13:57+01:00,53.22878987445729,10.405535405680919
train,Sample_35,2022-03-18 11:16:39+01:00,53.22878987445729,10.405535405680919
train,Sample_36,2022-03-18 11:19:26+01:00,53.22878987445729,10.405535405680919
train,Sample_37,2022-03-18 11:22:58+01:00,53.22878987445729,10.405535405680919
train,Sample_38,2022-03-18 11:25:32+01:00,53.22878987445729,10.405535405680919
train,Sample_39,2022-03-23 17:23:00+01:00,53.229014929809324,10.405387755589343
train,Sample_40,2022-03-23 17:25:30+01:00,53.229014929809324,10.405387755589343
train,Sample_41,2022-03-25 13:24:52+01:00,53.2612368957192,10.421094088663052
train,Sample_42,2022-03-25 13:28:57+01:00,53.2612368957192,10.421094088663052
train,Sample_43,2022-03-25 13:31:58+01:00,53.2612368957192,10.421094088663052
train,Sample_44,2022-03-25 13:48:48+01:00,53.250163589737866,10.398332381287439
train,Sample_45,2022-03-25 13:52:09+01:00,53.250163589737866,10.398332381287439
train,Sample_46,2022-03-25 13:56:09+01:00,53.250163589737866,10.398332381287439
test,High_01,2022-04-11 15:52:33+02:00,53.238765373779344,10.413225059825775
test,High_02,2022-04-11 15:57:36+02:00,53.238765373779344,10.413225059825775
test,High_03,2022-04-11 16:01:55+02:00,53.238765373779344,10.413225059825775
test,Low_01,2022-04-11 10:19:29+02:00,53.23162048908169,10.398868492540936
test,Low_02,2022-04-11 10:24:44+02:00,53.23162048908169,10.398868492540936
test,Low_03,2022-04-11 10:29:56+02:00,53.23162048908169,10.398868492540936
test,Moderate_01,2022-04-11 16:18:46+02:00,53.238723612475205,10.399540368335424
test,Moderate_02,2022-04-11 16:24:01+02:00,53.238723612475205,10.399540368335424
test,Moderate_03,2022-04-11 16:29:20+02:00,53.238723612475205,10.399540368335424
