file,probable_crying,duration,peak,rms,centroid,zcr,kurtosis,attack_ratio
crying_processed\-cqk5d4PYyE_seg0.wav,True,5.0,1.0,0.21033701300621033,2183.857132584047,0.04626074426972281,1.0472030639648438,0.8796917796134949
crying_processed\-cqk5d4PYyE_seg1.wav,True,5.0,1.0,0.28052353858947754,1863.1739136665565,0.04610978311567164,0.7947659492492676,0.5838760137557983
crying_processed\-cqk5d4PYyE_seg10.wav,True,5.0,1.0,0.23035021126270294,2298.988961491992,0.05869161447228145,1.752561092376709,1.1066210269927979
crying_processed\-cqk5d4PYyE_seg11.wav,True,5.0,0.999969482421875,0.20811127126216888,3889.8951576974623,0.11215789079157783,2.2480921745300293,1.3507262468338013
crying_processed\-cqk5d4PYyE_seg12.wav,True,5.0,0.999969482421875,0.20870232582092285,4555.604535404589,0.1378150403118337,1.657182216644287,2.1112093925476074
crying_processed\-cqk5d4PYyE_seg2.wav,True,5.0,1.0,0.3284907341003418,2283.669194929219,0.0609383328891258,0.5841970443725586,0.4458906650543213
crying_processed\-cqk5d4PYyE_seg3.wav,True,5.0,1.0,0.21419109404087067,2002.1392618909524,0.04298957222814499,2.796252727508545,1.592525839805603
crying_processed\-cqk5d4PYyE_seg4.wav,True,5.0,1.0,0.24613149464130402,1863.3128716863512,0.043385194562899784,1.651160717010498,0.9841455221176147
crying_processed\-cqk5d4PYyE_seg5.wav,True,5.0,1.0,0.23329384624958038,1463.3271101173516,0.03491887659914712,2.462266445159912,1.6592686176300049
crying_processed\-cqk5d4PYyE_seg6.wav,True,5.0,1.0,0.2611270844936371,1714.615411050515,0.041808951892324094,1.3699193000793457,1.0852622985839844
crying_processed\-cqk5d4PYyE_seg7.wav,True,5.0,1.0,0.26146551966667175,2149.1225907820112,0.05519764458955224,0.6437976360321045,1.349374771118164
crying_processed\-cqk5d4PYyE_seg8.wav,True,5.0,1.0,0.2532304525375366,2124.3641652049646,0.04292398220948827,2.06320858001709,0.32338351011276245
crying_processed\-cqk5d4PYyE_seg9.wav,True,5.0,1.0,0.26191064715385437,2005.8572570998633,0.03850550539712153,1.3231029510498047,1.4454878568649292
crying_processed\-UA6Y4AiSKc_seg0.wav,True,5.0,1.0,0.05509120225906372,2943.564960889305,0.05035543543443497,55.78976058959961,1.5381687879562378
crying_processed\-UA6Y4AiSKc_seg1.wav,True,5.0,0.90020751953125,0.056647736579179764,2764.017133894171,0.050657357742537316,37.10215377807617,0.005354804452508688
crying_processed\-UA6Y4AiSKc_seg2.wav,True,5.0,0.844451904296875,0.06252361088991165,2483.617878458593,0.04334042677238806,27.42568016052246,0.1320144683122635
crying_processed\-UA6Y4AiSKc_seg3.wav,True,5.0,0.978851318359375,0.06748590618371964,2884.778448602293,0.04840022821162047,23.305326461791992,0.17040623724460602
crying_processed\-UA6Y4AiSKc_seg4.wav,True,5.0,0.93560791015625,0.05927632376551628,2787.735094256688,0.050218008728678036,48.78656005859375,8.400950900977477e-05
crying_processed\58VQ7_Hugbg_seg0.wav,True,5.0,0.284881591796875,0.04220361262559891,1324.5262386003283,0.029439507262793176,4.295177459716797,0.17097347974777222
crying_processed\58VQ7_Hugbg_seg1.wav,True,5.0,0.25054931640625,0.03904888406395912,1256.0361226680805,0.020969024853411514,2.0774741172790527,0.5792974233627319
crying_processed\58VQ7_Hugbg_seg10.wav,True,5.0,0.406158447265625,0.08044200390577316,1568.1014439009605,0.030093325226545842,0.1801283359527588,1.4402395486831665
crying_processed\58VQ7_Hugbg_seg11.wav,True,5.0,0.31866455078125,0.07958435267210007,1518.2381302931585,0.030824185434434968,-0.21814990043640137,1.5472383499145508
crying_processed\58VQ7_Hugbg_seg12.wav,True,5.0,0.361083984375,0.0816551223397255,1551.206533023248,0.026299515258528784,-0.10328269004821777,0.8215250372886658
crying_processed\58VQ7_Hugbg_seg13.wav,True,5.0,0.35308837890625,0.08205099403858185,1260.8594695679622,0.022063232942430705,0.6877398490905762,0.30731213092803955
crying_processed\58VQ7_Hugbg_seg14.wav,True,5.0,0.239166259765625,0.05371181294322014,1568.4160809980729,0.03362893956556503,0.04749917984008789,0.7945760488510132
crying_processed\58VQ7_Hugbg_seg15.wav,True,5.0,0.81097412109375,0.06562000513076782,1743.5839894501871,0.03699381163379531,12.056641578674316,1.1742497682571411
crying_processed\58VQ7_Hugbg_seg16.wav,True,5.0,0.381744384765625,0.04522867128252983,1604.872895586746,0.028760702625266525,6.49077033996582,1.4016109704971313
crying_processed\58VQ7_Hugbg_seg17.wav,True,5.0,0.676300048828125,0.08600904792547226,2164.0208341221605,0.05259903051705757,6.88624382019043,2.427525520324707
crying_processed\58VQ7_Hugbg_seg18.wav,True,5.0,0.4490966796875,0.05315939709544182,1615.1085290842475,0.03132912446695096,3.001929759979248,1.0781738758087158
crying_processed\58VQ7_Hugbg_seg19.wav,True,5.0,0.78167724609375,0.10891148447990417,1842.1787975367113,0.04589947861140725,5.17718505859375,1.3624587059020996
crying_processed\58VQ7_Hugbg_seg2.wav,True,5.0,0.269287109375,0.05138493329286575,1497.0393914479662,0.027585287846481878,1.8381028175354004,0.8266196250915527
crying_processed\58VQ7_Hugbg_seg20.wav,True,5.0,0.63336181640625,0.12651103734970093,1684.1508529367873,0.04299165445095949,2.6635193824768066,1.605138897895813
crying_processed\58VQ7_Hugbg_seg21.wav,True,5.0,0.621673583984375,0.11159137636423111,1328.1040570581563,0.033097972747867806,1.6656885147094727,1.8272556066513062
crying_processed\58VQ7_Hugbg_seg22.wav,True,5.0,0.47021484375,0.07945088297128677,1396.2775186925212,0.026883578757995734,1.1887555122375488,0.6205432415008545
crying_processed\58VQ7_Hugbg_seg23.wav,True,5.0,0.3367919921875,0.06328699737787247,1374.5849696691464,0.030259903051705755,0.778693437576294,1.5042327642440796
crying_processed\58VQ7_Hugbg_seg24.wav,True,5.0,0.376495361328125,0.06320250779390335,1352.2920492753121,0.02663995868869936,2.3088760375976562,0.5917355418205261
crying_processed\58VQ7_Hugbg_seg25.wav,True,5.0,0.34765625,0.05146154761314392,1398.8730570388357,0.02515429271055437,3.1314845085144043,0.44940444827079773
crying_processed\58VQ7_Hugbg_seg26.wav,True,5.0,0.2371826171875,0.035665079951286316,1249.455982400581,0.03123230110607676,2.854133129119873,1.8538743257522583
crying_processed\58VQ7_Hugbg_seg27.wav,True,5.0,0.2132568359375,0.04894228279590607,1320.4746330417786,0.02498042710554371,0.5751254558563232,0.5371670722961426
crying_processed\58VQ7_Hugbg_seg28.wav,True,5.0,0.32666015625,0.0591147355735302,1744.40107543029,0.016222597947761194,-0.019807815551757812,1.4123671054840088
crying_processed\58VQ7_Hugbg_seg29.wav,True,5.0,0.3453369140625,0.06747430562973022,1686.2032041918633,0.01394568730010661,0.7234616279602051,1.1336182355880737
crying_processed\58VQ7_Hugbg_seg3.wav,True,5.0,0.299041748046875,0.06096552684903145,1341.2045218677722,0.026509819762793176,0.7235081195831299,1.5242063999176025
crying_processed\58VQ7_Hugbg_seg30.wav,True,5.0,0.282958984375,0.06335551291704178,1964.1778877403267,0.02292943763326226,-0.4106764793395996,0.8334075808525085
crying_processed\58VQ7_Hugbg_seg31.wav,True,5.0,0.332122802734375,0.08118855953216553,3010.429359301595,0.034343141990938165,0.16929054260253906,0.86252361536026
crying_processed\58VQ7_Hugbg_seg32.wav,True,5.0,0.432037353515625,0.06639554351568222,1781.239793914334,0.025144922707889126,0.828693151473999,0.942154049873352
crying_processed\58VQ7_Hugbg_seg33.wav,True,5.0,0.394622802734375,0.07792624831199646,2405.39998090275,0.03734258395522388,0.06142234802246094,0.8490829467773438
crying_processed\58VQ7_Hugbg_seg34.wav,True,5.0,0.451934814453125,0.0840609222650528,2348.0442390874737,0.030143298574093817,0.49551868438720703,0.7826590538024902
crying_processed\58VQ7_Hugbg_seg35.wav,True,5.0,0.699737548828125,0.12220406532287598,2251.5319981976627,0.04845748933901919,1.3919706344604492,0.817386269569397
crying_processed\58VQ7_Hugbg_seg36.wav,True,5.0,1.0,0.2028232365846634,1978.867065549336,0.04419517923773987,2.5584492683410645,0.5655815601348877
crying_processed\58VQ7_Hugbg_seg37.wav,True,5.0,0.999969482421875,0.250384658575058,2118.159444425871,0.06765037813166311,0.2525656223297119,0.7912244200706482
crying_processed\58VQ7_Hugbg_seg38.wav,True,5.0,0.97979736328125,0.2183496206998825,2037.0922637577203,0.04618370202558635,0.4810624122619629,1.2251789569854736
crying_processed\58VQ7_Hugbg_seg39.wav,True,5.0,1.0,0.173257514834404,2055.8391413287372,0.03807136194029851,1.5986061096191406,0.6345803141593933
crying_processed\58VQ7_Hugbg_seg4.wav,True,5.0,0.31396484375,0.04911322891712189,1302.491373190008,0.026002798507462687,1.4907355308532715,0.9723403453826904
crying_processed\58VQ7_Hugbg_seg40.wav,True,5.0,0.9930419921875,0.20685985684394836,2287.2343432361336,0.0560492737206823,1.344860553741455,1.0722718238830566
crying_processed\58VQ7_Hugbg_seg41.wav,True,5.0,0.999969482421875,0.18185776472091675,1969.546537356703,0.04750487240138593,2.5008034706115723,0.7442770600318909
crying_processed\58VQ7_Hugbg_seg42.wav,True,5.0,0.3656005859375,0.06864506751298904,1888.1222798085919,0.042175423107675906,0.8208177089691162,1.7792489528656006
crying_processed\58VQ7_Hugbg_seg43.wav,True,5.0,0.390106201171875,0.0735592246055603,2439.326526645534,0.06401377598614072,0.7056684494018555,0.647620677947998
crying_processed\58VQ7_Hugbg_seg44.wav,True,5.0,0.372344970703125,0.07731092721223831,2253.724205141939,0.04797024920042644,0.08462238311767578,0.8346940279006958
crying_processed\58VQ7_Hugbg_seg45.wav,True,5.0,0.5042724609375,0.125343918800354,2192.7061813423716,0.028132912446695097,-0.32019686698913574,0.32555022835731506
crying_processed\58VQ7_Hugbg_seg46.wav,True,5.0,0.446044921875,0.1211700364947319,2172.225883436232,0.026654534248400853,-0.6486787796020508,1.1152021884918213
crying_processed\58VQ7_Hugbg_seg47.wav,True,5.0,0.47998046875,0.14416737854480743,2517.5286307795463,0.03152173007729211,-0.6628918647766113,0.8427301645278931
crying_processed\58VQ7_Hugbg_seg48.wav,True,5.0,0.613616943359375,0.1704179048538208,2688.830716652265,0.032494128131663115,-0.5777537822723389,0.6107075810432434
crying_processed\58VQ7_Hugbg_seg49.wav,True,5.0,0.502593994140625,0.17561544477939606,2553.803865256871,0.021509361673773986,-0.8606255054473877,1.2045562267303467
crying_processed\58VQ7_Hugbg_seg5.wav,True,5.0,0.36767578125,0.05314898490905762,1307.873757119268,0.026019456289978676,1.232126235961914,0.6439422965049744
crying_processed\58VQ7_Hugbg_seg50.wav,True,5.0,0.528350830078125,0.16020607948303223,2620.9190876987623,0.02277118869936034,-0.8550441265106201,1.1005338430404663
crying_processed\58VQ7_Hugbg_seg51.wav,True,5.0,0.58837890625,0.16732092201709747,2542.9800075633766,0.02413712686567164,-0.7128102779388428,0.9494251608848572
crying_processed\58VQ7_Hugbg_seg52.wav,True,5.0,0.58148193359375,0.1692308634519577,2235.7714827664736,0.02462853144989339,-0.7483458518981934,0.8904204368591309
crying_processed\58VQ7_Hugbg_seg53.wav,True,5.0,0.912872314453125,0.17754751443862915,2686.5498373705923,0.036157799173773986,-0.4600522518157959,0.8564314842224121
crying_processed\58VQ7_Hugbg_seg54.wav,True,5.0,0.701202392578125,0.1963915228843689,2747.515001682501,0.04115096948294243,-0.5328254699707031,0.931519091129303
crying_processed\58VQ7_Hugbg_seg55.wav,True,5.0,0.7445068359375,0.1738898605108261,2800.6791892122087,0.04405775253198294,-0.38521552085876465,0.9643349051475525
crying_processed\58VQ7_Hugbg_seg56.wav,True,5.0,0.901824951171875,0.2206694334745407,2851.852151209263,0.04367670575692964,-0.4481992721557617,0.8445388078689575
crying_processed\58VQ7_Hugbg_seg57.wav,True,5.0,0.80804443359375,0.15542937815189362,2958.824698811711,0.07112144356343283,1.6177663803100586,2.1683475971221924
crying_processed\58VQ7_Hugbg_seg58.wav,True,5.0,0.785125732421875,0.15574423968791962,2366.454250629338,0.050490779917377396,0.5881927013397217,0.4823608994483948
crying_processed\58VQ7_Hugbg_seg59.wav,True,5.0,0.623687744140625,0.14135585725307465,2378.9881761618017,0.04777868470149254,0.19275546073913574,1.4533114433288574
crying_processed\58VQ7_Hugbg_seg6.wav,True,5.0,0.52545166015625,0.06662265956401825,1275.2423312352207,0.023173057702558637,1.571451187133789,1.300506591796875
crying_processed\58VQ7_Hugbg_seg60.wav,True,5.0,0.550994873046875,0.1220104843378067,2345.761344560108,0.05009411647121535,0.06390547752380371,0.8331277966499329
crying_processed\58VQ7_Hugbg_seg61.wav,True,5.0,0.507904052734375,0.11547207832336426,2664.13442925506,0.06467175839552239,0.09548282623291016,1.0128345489501953
crying_processed\58VQ7_Hugbg_seg62.wav,True,5.0,0.8028564453125,0.12918634712696075,2740.505367303256,0.07144210587686567,0.6342172622680664,0.6281409859657288
crying_processed\58VQ7_Hugbg_seg63.wav,True,5.0,0.764007568359375,0.19592927396297455,1277.4660001357383,0.024870069296375266,-0.17219328880310059,0.6444215178489685
crying_processed\58VQ7_Hugbg_seg64.wav,True,5.0,0.711273193359375,0.1780809909105301,458.1119833210828,0.009593841617803838,-0.1525869369506836,0.9603862166404724
crying_processed\58VQ7_Hugbg_seg65.wav,True,5.0,0.606536865234375,0.11295995861291885,427.5846688376371,0.009460579357675906,0.7313613891601562,1.5144896507263184
crying_processed\58VQ7_Hugbg_seg66.wav,True,5.0,0.657684326171875,0.12893904745578766,347.65250241498836,0.005376299307036247,0.8142178058624268,0.8690712451934814
crying_processed\58VQ7_Hugbg_seg67.wav,True,5.0,0.507904052734375,0.11134892702102661,388.9007284815593,0.006335162913113006,0.3362891674041748,0.9909890294075012
