file,probable_fire,duration,peak,rms,centroid,zcr,kurtosis,attack_ratio
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg275.wav,True,5.0,0.854543924331665,0.05027050897479057,703.6903897314418,0.00685402199074074,3.0946764945983887,0.8480395078659058
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg97.wav,True,5.0,0.3736456036567688,0.014043042436242104,1866.9627185793715,0.038642035590277776,20.859148025512695,1.236832857131958
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/8KrLtLr-Gy8_seg348.wav,True,5.0,0.5054498910903931,0.011053700931370258,2440.815679460869,0.13124367042824073,249.57882690429688,1.0610092878341675
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg340.wav,True,5.0,0.2733392119407654,0.05791153758764267,561.6001427654292,0.006422254774305556,-0.21601271629333496,0.8122284412384033
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/ghvLSUXD5pU_seg136.wav,True,5.0,0.9719074964523315,0.0504753515124321,649.0703842128725,0.009299949363425927,17.995201110839844,1.0030242204666138
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg237.wav,True,5.0,0.8293517827987671,0.04056983441114426,1613.1982611578455,0.035309968171296294,13.188547134399414,1.1614705324172974
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg174.wav,True,5.0,0.6244636178016663,0.011989106424152851,2189.348243961092,0.05006465205439815,143.18679809570312,1.1563866138458252
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg198.wav,True,5.0,0.21025985479354858,0.014601952396333218,1838.6283928815344,0.029014304832175927,3.367671012878418,1.3170230388641357
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/a2oTn-yBEZc_seg34.wav,True,5.0,0.2169082909822464,0.01625196635723114,2258.4399851957605,0.11930112485532407,5.133763313293457,0.9252915382385254
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/NrD7RaMnygk_seg47.wav,True,5.0,0.6241654753684998,0.0384119376540184,1348.8147529077896,0.02390769675925926,1.7628569602966309,0.9135472178459167
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/fire/RjKX0DCbqfk_seg311.wav,True,5.0,0.21045902371406555,0.010035286657512188,1960.8685650835714,0.041881419994212965,9.240882873535156,1.1216050386428833
