file,probable_gunshot,duration,peak,rms,centroid,zcr,kurtosis,attack_ratio
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg103.wav,True,5.0,0.8519712686538696,0.046282242983579636,2246.295133960738,0.14369258174189814,21.200462341308594,0.8547259569168091
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg480.wav,True,5.0,0.8445281982421875,0.03755826875567436,3024.816711947582,0.23097737630208334,79.17667388916016,2.918550729751587
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg97.wav,True,5.0,0.5929884910583496,0.039254240691661835,2662.970961928924,0.18200231481481483,29.247203826904297,1.7136402130126953
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg67.wav,True,5.0,0.9296177625656128,0.045092176645994186,2238.5742234432964,0.11629005714699074,86.29285430908203,3.4473018646240234
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg71.wav,True,5.0,0.7793469429016113,0.08335945010185242,2538.9394472613994,0.14234528718171297,15.099668502807617,4.338702201843262
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg211.wav,True,5.0,0.8645286560058594,0.08718250691890717,2859.1620430218723,0.15861002604166666,15.609956741333008,1.5121699571609497
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/ertsA6osNE4_seg335.wav,True,5.0,0.5773766040802002,0.02120213583111763,980.4667340960235,0.03626392505787037,146.6887969970703,26.758747100830078
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg78.wav,True,5.0,0.8938490152359009,0.06946664303541183,3074.055693890688,0.2403858326099537,25.569276809692383,8.542869567871094
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg123.wav,True,5.0,0.8839871883392334,0.07250795513391495,2279.8107178796463,0.14948640046296297,26.161943435668945,1.008728265762329
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/CQ9EBbfaYgE_seg66.wav,True,5.0,0.7628467082977295,0.10100505501031876,2868.532867452353,0.22236237702546297,16.07640838623047,2.27640962600708
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg281.wav,True,5.0,0.8820920586585999,0.09088583290576935,2779.3840200104487,0.16118028428819445,13.39120864868164,1.3878940343856812
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg77.wav,True,5.0,0.9339864253997803,0.077893927693367,2376.7519726326623,0.15345142505787038,21.338542938232422,0.7468017935752869
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/FPsIx8GmKxg_seg111.wav,True,5.0,0.5081983804702759,0.025197045877575874,2358.037081529826,0.13832600911458334,46.54117965698242,0.576344907283783
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg136.wav,True,5.0,0.8418985605239868,0.07462415844202042,3316.75595797604,0.2580905490451389,19.307662963867188,0.0476565957069397
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg206.wav,True,5.0,0.9096149206161499,0.07079081982374191,3246.7711471179355,0.25185592086226855,21.847484588623047,1.3695579767227173
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg62.wav,True,5.0,0.5679221153259277,0.05184139683842659,2257.7874759236447,0.13105152271412038,13.249967575073242,0.871639609336853
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg148.wav,True,5.0,0.7428402900695801,0.10406374931335449,3297.3184604583657,0.23362449363425927,12.159957885742188,0.7072002291679382
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg468.wav,True,5.0,1.0125830173492432,0.13502728939056396,2859.129627117769,0.17432092737268517,12.341086387634277,0.7778345346450806
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/FPsIx8GmKxg_seg89.wav,True,5.0,0.48774421215057373,0.009403214789927006,2307.8700311012904,0.1371392144097222,394.1722717285156,0.786823570728302
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/ertsA6osNE4_seg253.wav,True,5.0,0.8185706734657288,0.026228297501802444,1219.3399144437817,0.040332935474537035,174.81646728515625,51.35630416870117
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg30.wav,True,5.0,0.8673847913742065,0.08087171614170074,2263.183727665693,0.16462764033564814,15.906280517578125,0.8067570328712463
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg6.wav,True,5.0,1.1029901504516602,0.07531127333641052,2201.294031450494,0.12134015118634259,27.862995147705078,0.34203973412513733
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg144.wav,True,5.0,0.8288506269454956,0.07878891378641129,2887.5589782211,0.16015172887731483,17.719995498657227,1.4190372228622437
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg337.wav,True,5.0,0.8037699460983276,0.07447079569101334,3268.266560071652,0.2556220160590278,20.216386795043945,1.2147771120071411
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/z-bDUm8PLoI_seg473.wav,True,5.0,0.8485808372497559,0.0740169882774353,2717.6726234394096,0.14974184389467593,21.080718994140625,0.1347207874059677
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/T9JMGZPXLpw_seg27.wav,True,5.0,1.0088022947311401,0.06612906605005264,2755.4777580912864,0.20528609664351852,15.978771209716797,2.3949368000030518
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/gunshot/FPsIx8GmKxg_seg170.wav,True,5.0,0.8033106327056885,0.09708257019519806,1930.497920430549,0.11324055989583333,15.325706481933594,6.290684700012207
