file,probable_explosion,duration,peak,rms,centroid,zcr,kurtosis,attack_ratio
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/fufuluffQDY_seg220.wav,False,5.0,0.9574629664421082,0.22869206964969635,957.4606680827098,0.048041449652777776,0.8621952533721924,1.415505051612854
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/UKR46LXG8_I_seg307.wav,False,5.0,1.206146240234375,0.3260813057422638,1202.0252914094401,0.04515245225694445,1.3672332763671875,0.2640960216522217
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/-ZPpxY60Zm4_seg169.wav,False,5.0,1.013854742050171,0.35738322138786316,1115.3020505802613,0.04718017578125,0.1639697551727295,0.9574683904647827
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/-ZPpxY60Zm4_seg134.wav,False,5.0,0.4457193911075592,0.08029039204120636,629.9440916736138,0.019669144241898147,1.4832849502563477,0.8884314894676208
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/ME2vz8Vocjg_seg8.wav,False,5.0,0.5750322341918945,0.17061403393745422,411.2146483280028,0.014671043113425927,-0.23318123817443848,0.8566718101501465
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/-ZPpxY60Zm4_seg39.wav,False,5.0,0.7232097387313843,0.10155611485242844,758.5408679789276,0.027703179253472224,2.0292916297912598,1.7461260557174683
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/5hF-SPK4jJA_seg42.wav,False,5.0,0.9626902341842651,0.26531141996383667,844.0340272609885,0.03397397641782408,0.019653797149658203,1.0915089845657349
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/-ZPpxY60Zm4_seg7.wav,False,5.0,1.0163859128952026,0.3571571707725525,1172.5245755274073,0.049467863859953706,0.19016647338867188,0.8298210501670837
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/fufuluffQDY_seg51.wav,False,5.0,1.0212148427963257,0.12706126272678375,885.1798178238727,0.054328070746527776,1.8625121116638184,0.9127933979034424
/home/andres/Documentos/proyecto4geeks/data/raw/youtube/explosion/-ZPpxY60Zm4_seg93.wav,False,5.0,1.0020689964294434,0.2627955973148346,702.5561962924484,0.03246166087962963,1.045522689819336,1.2564876079559326
